Item,Spend Category,Exiobase Spend Category,Item Classification,Item Category 1,Item Category 2
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
Stone fruit,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,Other fresh fruit
"Strawberries, fresh","Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
"Strawberries, fresh","Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
